iter	Passed	Remaining
148	469	2683
149	472	2677
150	475	2670
151	477	2664
152	481	2666
153	484	2661
154	487	2655
155	489	2649
156	492	2643
157	498	2655
158	500	2649
159	503	2643
160	506	2637
161	508	2631
162	515	2648
163	520	2654
164	523	2648
165	526	2644
166	530	2643
167	532	2638
168	535	2632
169	538	2626
170	541	2625
171	544	2620
172	546	2614
173	549	2609
174	552	2603
175	554	2598
176	557	2594
177	560	2588
178	563	2583
179	565	2577
180	568	2572
181	571	2567
182	574	2563
183	576	2557
184	579	2551
185	581	2546
186	584	2541
187	587	2537
188	590	2532
189	592	2526
190	595	2521
191	597	2516
192	601	2513
193	604	2509
194	606	2505
195	609	2499
196	612	2494
197	619	2507
198	625	2518
199	633	2532
200	640	2544
201	644	2547
202	650	2553
203	655	2558
204	663	2571
205	670	2584
206	677	2596
207	685	2608
208	692	2622
209	699	2630
210	703	2631
211	706	2626
212	709	2620
213	711	2614
214	714	2608
215	717	2602
216	719	2597
217	722	2591
218	725	2586
219	727	2580
220	730	2575
221	733	2569
222	735	2564
223	738	2558
224	741	2553
225	743	2547
226	746	2542
227	749	2537
228	751	2531
229	754	2526
230	757	2520
231	759	2515
232	762	2511
233	766	2507
234	768	2502
235	771	2496
236	773	2491
237	776	2485
238	783	2493
239	789	2500
240	797	2510
241	800	2506
242	802	2500
243	805	2495
244	808	2490
245	810	2485
246	813	2480
247	816	2474
248	818	2469
249	821	2463
250	825	2462
251	827	2457
252	830	2452
253	833	2447
254	835	2441
255	841	2446
256	844	2441
257	848	2439
258	851	2436
259	854	2433
260	857	2428
261	861	2426
262	864	2421
263	867	2418
264	871	2416
265	874	2412
266	876	2407
267	880	2406
268	884	2403
269	888	2403
270	891	2398
271	894	2394
272	897	2388
273	899	2383
274	903	2381
275	905	2376
276	908	2371
277	911	2366
278	913	2361
279	916	2356
280	919	2352
281	921	2347
282	924	2342
283	927	2337
284	929	2332
285	934	2333
286	937	2328
287	940	2323
288	942	2319
289	946	2317
290	949	2313
291	952	2309
292	954	2304
293	957	2299
294	960	2294
295	962	2289
296	965	2285
297	968	2280
298	970	2276
299	973	2271
300	976	2266
301	979	2263
302	981	2258
303	984	2253
304	987	2250
305	990	2246
306	993	2241
307	995	2237
308	998	2232
309	1001	2228
310	1004	2225
311	1008	2223
312	1012	2222
313	1015	2217
314	1017	2212
315	1020	2208
316	1022	2203
317	1025	2199
318	1028	2195
319	1031	2191
320	1033	2186
321	1036	2182
322	1038	2177
323	1041	2173
324	1044	2168
325	1049	2170
326	1052	2166
327	1055	2161
328	1058	2158
329	1061	2155
330	1064	2151
331	1067	2147
332	1069	2143
333	1072	2139
334	1075	2134
335	1078	2130
336	1080	2126
337	1083	2121
338	1086	2117
339	1088	2113
340	1091	2109
341	1094	2105
342	1097	2101
343	1101	2100
344	1104	2097
345	1108	2095
346	1111	2091
347	1114	2087
348	1116	2082
349	1119	2079
350	1126	2082
351	1129	2080
352	1132	2075
353	1136	2073
354	1138	2068
355	1141	2064
356	1144	2060
357	1146	2056
358	1149	2052
359	1153	2051
360	1156	2047
361	1159	2043
362	1162	2039
363	1165	2035
364	1168	2033
365	1171	2029
366	1174	2025
367	1177	2021
368	1180	2019
369	1186	2020
370	1193	2022
371	1200	2025
372	1202	2022
373	1205	2018
374	1208	2014
375	1211	2010
376	1214	2007
377	1217	2003
378	1220	1999
379	1223	1995
380	1225	1991
381	1229	1989
382	1232	1985
383	1235	1981
384	1238	1977
385	1241	1974
386	1245	1972
387	1248	1968
388	1250	1964
389	1253	1960
390	1256	1957
391	1259	1953
392	1262	1950
393	1265	1946
394	1268	1942
395	1270	1938
396	1273	1934
397	1276	1930
398	1278	1926
399	1281	1922
400	1284	1918
401	1286	1914
402	1289	1910
403	1292	1906
404	1294	1902
405	1297	1898
406	1300	1894
407	1303	1891
408	1306	1887
409	1308	1883
410	1311	1879
411	1314	1875
412	1316	1871
413	1319	1867
414	1322	1863
415	1324	1859
416	1327	1855
417	1330	1852
418	1332	1848
419	1336	1845
420	1339	1842
421	1342	1838
422	1344	1834
423	1347	1830
424	1349	1826
425	1352	1822
426	1355	1818
427	1357	1814
428	1361	1811
429	1364	1808
430	1366	1804
431	1369	1800
432	1372	1797
433	1375	1793
434	1377	1789
435	1380	1785
436	1382	1781
437	1385	1777
438	1387	1773
439	1390	1769
440	1393	1766
441	1395	1762
442	1398	1758
443	1401	1754
444	1404	1751
445	1406	1747
446	1409	1743
447	1411	1739
448	1414	1735
449	1417	1732
450	1420	1729
451	1423	1726
452	1426	1722
453	1429	1718
454	1431	1714
455	1434	1710
456	1436	1707
457	1439	1703
458	1441	1699
459	1444	1695
460	1447	1692
461	1449	1688
462	1452	1684
463	1455	1680
464	1457	1677
465	1460	1673
466	1463	1669
467	1465	1666
468	1468	1662
469	1470	1658
470	1473	1654
471	1476	1651
472	1479	1648
473	1482	1645
474	1485	1642
475	1488	1638
476	1490	1634
477	1493	1631
478	1496	1627
479	1498	1623
480	1501	1620
481	1504	1616
482	1506	1612
483	1510	1610
484	1512	1606
485	1515	1602
486	1518	1599
487	1520	1595
488	1523	1592
489	1526	1588
490	1528	1584
491	1531	1581
492	1534	1577
493	1536	1573
494	1540	1571
495	1542	1567
496	1545	1564
497	1547	1560
498	1550	1556
499	1553	1553
500	1555	1549
501	1558	1546
502	1561	1542
503	1563	1538
504	1566	1535
505	1569	1531
506	1571	1528
507	1574	1524
508	1576	1521
509	1579	1517
510	1583	1515
511	1590	1515
512	1596	1515
513	1603	1515
514	1605	1512
515	1608	1508
516	1611	1505
517	1613	1501
518	1616	1498
519	1619	1494
520	1622	1491
521	1624	1487
522	1627	1484
523	1629	1480
524	1632	1477
525	1635	1473
526	1637	1470
527	1640	1466
528	1644	1464
529	1652	1465
530	1659	1465
531	1666	1465
532	1672	1465
533	1679	1465
534	1685	1464
535	1692	1465
536	1700	1465
537	1706	1465
538	1714	1466
539	1718	1463
540	1726	1464
541	1731	1463
542	1734	1459
543	1737	1456
544	1740	1452
545	1743	1449
546	1745	1445
547	1748	1442
548	1751	1438
549	1753	1434
550	1756	1431
551	1759	1427
552	1761	1424
553	1764	1420
554	1766	1416
555	1769	1413
556	1772	1409
557	1774	1405
558	1777	1402
559	1780	1398
560	1783	1395
561	1785	1391
562	1788	1388
563	1790	1384
564	1793	1381
565	1796	1377
566	1799	1373
567	1801	1370
568	1804	1366
569	1807	1363
570	1810	1359
571	1812	1356
572	1815	1352
573	1818	1349
574	1820	1345
575	1823	1342
576	1826	1338
577	1828	1335
578	1831	1331
579	1835	1328
580	1837	1325
581	1840	1322
582	1843	1318
583	1846	1315
584	1849	1311
585	1851	1308
586	1854	1305
587	1857	1301
588	1860	1298
589	1862	1294
590	1865	1290
591	1868	1287
592	1871	1284
593	1873	1280
594	1876	1277
595	1878	1273
596	1881	1269
597	1884	1266
598	1887	1263
599	1889	1259
600	1892	1256
601	1894	1252
602	1897	1249
603	1900	1245
604	1903	1242
605	1906	1239
606	1909	1235
607	1911	1232
608	1914	1228
609	1916	1225
610	1919	1222
611	1922	1218
612	1924	1215
613	1927	1211
614	1930	1208
615	1933	1205
616	1936	1202
617	1939	1198
618	1941	1195
619	1944	1191
620	1949	1189
621	1952	1186
622	1954	1182
623	1957	1179
624	1960	1176
625	1963	1172
626	1966	1169
627	1968	1166
628	1971	1162
629	1973	1159
630	1976	1155
631	1979	1152
632	1981	1149
633	1984	1145
634	1987	1142
635	1992	1140
636	2000	1139
637	2006	1138
638	2009	1135
639	2012	1132
640	2015	1128
641	2018	1125
642	2021	1122
643	2024	1119
644	2027	1115
645	2030	1112
646	2032	1108
647	2035	1105
648	2037	1102
649	2040	1098
650	2043	1095
651	2046	1092
652	2050	1089
653	2055	1087
654	2058	1084
655	2061	1080
656	2063	1077
657	2066	1074
658	2068	1070
659	2071	1067
660	2074	1064
661	2077	1060
662	2080	1057
663	2083	1054
664	2086	1050
665	2089	1047
666	2092	1044
667	2094	1041
668	2097	1037
669	2099	1034
670	2102	1030
671	2105	1027
672	2108	1024
673	2110	1020
674	2113	1017
675	2115	1014
676	2118	1010
677	2121	1007
678	2124	1004
679	2126	1000
680	2129	997
681	2131	994
682	2134	990
683	2138	988
684	2141	984
685	2144	981
686	2147	978
687	2150	975
688	2153	971
689	2156	968
690	2158	965
691	2161	962
692	2164	958
693	2167	955
694	2169	952
695	2172	948
696	2175	945
697	2177	942
698	2180	938
699	2183	935
700	2185	932
701	2188	929
702	2191	925
703	2193	922
704	2196	919
705	2200	916
706	2202	912
707	2205	909
708	2208	906
709	2210	902
710	2214	899
711	2216	896
712	2219	893
713	2222	890
714	2224	886
715	2227	883
716	2230	880
717	2233	877
718	2235	873
719	2238	870
720	2240	867
721	2243	863
722	2246	860
723	2249	857
724	2251	854
725	2254	850
726	2257	847
727	2260	844
728	2263	841
729	2265	838
730	2268	834
731	2271	831
732	2273	828
733	2277	825
734	2279	821
735	2282	818
736	2284	815
737	2287	812
738	2290	808
739	2293	805
740	2296	802
741	2299	799
742	2301	796
743	2304	792
744	2307	789
745	2310	786
746	2312	783
747	2315	780
748	2319	777
749	2321	773
750	2325	770
751	2327	767
752	2330	764
753	2333	761
754	2335	757
755	2338	754
756	2341	751
757	2343	748
758	2346	745
759	2349	741
760	2351	738
761	2355	735
762	2357	732
763	2360	729
764	2363	725
765	2365	722
766	2368	719
767	2371	716
768	2374	713
769	2377	710
770	2380	706
771	2382	703
772	2386	700
773	2388	697
774	2393	694
775	2400	692
776	2406	690
777	2411	688
778	2414	684
779	2417	681
780	2420	678
781	2422	675
782	2425	672
783	2428	668
784	2430	665
785	2433	662
786	2436	659
787	2439	656
788	2442	653
789	2444	649
790	2447	646
791	2450	643
792	2453	640
793	2455	637
794	2458	633
795	2461	630
796	2464	627
797	2466	624
798	2469	621
799	2472	618
800	2474	614
801	2477	611
802	2480	608
803	2482	605
804	2485	602
805	2488	598
806	2490	595
807	2493	592
808	2496	589
809	2499	586
810	2502	583
811	2505	580
812	2507	576
813	2510	573
814	2513	570
815	2515	567
816	2518	564
817	2521	560
818	2523	557
819	2526	554
820	2529	551
821	2532	548
822	2534	545
823	2537	541
824	2540	538
825	2543	535
826	2547	532
827	2550	529
828	2552	526
829	2555	523
830	2559	520
831	2561	517
832	2564	514
833	2567	510
834	2569	507
835	2572	504
836	2575	501
837	2578	498
838	2580	495
839	2583	492
840	2585	488
841	2589	485
842	2591	482
843	2594	479
844	2597	476
845	2599	473
846	2602	470
847	2605	467
848	2608	463
849	2611	460
850	2614	457
851	2617	454
852	2620	451
853	2622	448
854	2625	445
855	2628	442
856	2630	438
857	2633	435
858	2636	432
859	2639	429
860	2642	426
861	2645	423
862	2647	420
863	2650	417
864	2653	414
865	2655	410
866	2658	407
867	2661	404
868	2663	401
869	2667	398
870	2669	395
871	2672	392
872	2675	389
873	2682	386
874	2687	383
875	2694	381
876	2701	378
877	2709	376
878	2711	373
879	2716	370
880	2723	367
881	2727	364
882	2734	362
883	2742	359
884	2750	357
885	2757	354
886	2761	351
887	2764	348
888	2767	345
889	2769	342
890	2772	339
891	2775	336
892	2778	332
893	2781	329
894	2784	326
895	2787	323
896	2790	320
897	2793	317
898	2800	314
899	2807	311
900	2814	309
901	2816	306
902	2819	302
903	2822	299
904	2824	296
905	2827	293
906	2830	290
907	2832	287
908	2835	283
909	2837	280
910	2841	277
911	2843	274
912	2846	271
913	2848	268
914	2851	264
915	2854	261
916	2858	258
917	2860	255
918	2863	252
919	2865	249
920	2868	246
921	2871	242
922	2874	239
923	2877	236
924	2879	233
925	2882	230
926	2887	227
927	2889	224
928	2892	221
929	2895	217
930	2897	214
931	2900	211
932	2903	208
933	2906	205
934	2908	202
935	2911	199
936	2914	195
937	2918	192
938	2920	189
939	2923	186
940	2926	183
941	2928	180
942	2931	177
943	2934	174
944	2937	170
945	2939	167
946	2942	164
947	2945	161
948	2947	158
949	2951	155
950	2954	152
951	2956	149
952	2959	145
953	2962	142
954	2965	139
955	2967	136
956	2970	133
957	2973	130
958	2976	127
959	2979	124
960	2982	121
961	2985	117
962	2988	114
963	2994	111
964	2997	108
965	3000	105
966	3003	102
967	3005	99
968	3008	96
969	3011	93
970	3014	90
971	3017	86
972	3019	83
973	3022	80
974	3025	77
975	3028	74
976	3031	71
977	3034	68
978	3037	65
979	3040	62
980	3042	58
981	3045	55
982	3048	52
983	3051	49
984	3053	46
985	3056	43
986	3059	40
987	3062	37
988	3064	34
989	3067	30
990	3070	27
991	3072	24
992	3076	21
993	3078	18
994	3081	15
995	3083	12
996	3086	9
997	3089	6
998	3093	3
999	3095	0
