iter	RMSE
134	0.4053243369
135	0.404875489
136	0.4046435301
137	0.4044101423
138	0.4040643404
139	0.4035776394
140	0.4032372163
141	0.402977763
142	0.4026989332
143	0.4023584704
144	0.4020522808
145	0.4017692817
146	0.4011943698
147	0.4008491167
148	0.4004660407
149	0.3998994298
150	0.399465539
151	0.3990649468
152	0.3986487347
153	0.3983639962
154	0.3978843236
155	0.3974972501
156	0.3969348133
157	0.3966589517
158	0.3960642181
159	0.3956791452
160	0.3953745198
161	0.3948166382
162	0.3942503619
163	0.3939216949
164	0.3936008353
165	0.3931608102
166	0.392875923
167	0.3924805373
168	0.3919712175
169	0.3915249092
170	0.3910786047
171	0.3905305461
172	0.3900242256
173	0.3894818778
174	0.3891589394
175	0.3888703676
176	0.3884665818
177	0.3881112984
178	0.3876178667
179	0.3872152758
180	0.3867962096
181	0.3862718753
182	0.3859427508
183	0.3856067277
184	0.385141609
185	0.3847915285
186	0.3844169429
187	0.3840475664
188	0.3837852588
189	0.3832570697
190	0.3828955792
191	0.3824023408
192	0.3816076471
193	0.3812626155
194	0.3807779828
195	0.3802842067
196	0.3798948953
197	0.3794876916
198	0.3790667592
199	0.3783998335
200	0.3779047975
201	0.3774877117
202	0.3772955228
203	0.3768528683
204	0.3766005933
205	0.3762384626
206	0.3759103955
207	0.3754700373
208	0.3751910345
209	0.3747606403
210	0.3742536084
211	0.373944695
212	0.3734946595
213	0.3729277783
214	0.3723805696
215	0.371857147
216	0.3715857494
217	0.3712967123
218	0.3709373665
219	0.3706228923
220	0.3702289943
221	0.369811822
222	0.3694287032
223	0.3690108056
224	0.3684800747
225	0.3680961783
226	0.3677970838
227	0.3674157119
228	0.3670519405
229	0.3664528688
230	0.3660605007
231	0.365605504
232	0.3651946622
233	0.3648615275
234	0.3645340645
235	0.3641643543
236	0.3639450081
237	0.3636062143
238	0.363171836
239	0.3628426633
240	0.3624903268
241	0.362068801
242	0.3617709724
243	0.3613689498
244	0.3609897564
245	0.3608061794
246	0.3605394276
247	0.3603327719
248	0.3600849097
249	0.3597213981
250	0.3592816701
251	0.3589383472
252	0.3586868178
253	0.3581639813
254	0.3577626325
255	0.3572608203
256	0.3569660921
257	0.3566209064
258	0.356427848
259	0.3562021041
260	0.3558027628
261	0.3555508553
262	0.3551838783
263	0.3547988925
264	0.3544661183
265	0.3540511081
266	0.3537114656
267	0.3534197636
268	0.3532141919
269	0.3529463863
270	0.3525465155
271	0.3520146352
272	0.3516334114
273	0.3511145514
274	0.3508492124
275	0.3505978558
276	0.3503419077
277	0.3500531594
278	0.3495540906
279	0.3492274045
280	0.3489414153
281	0.3485443204
282	0.3479668975
283	0.3476409344
284	0.3471472161
285	0.3466070022
286	0.3462562171
287	0.3460569991
288	0.3455772885
289	0.3453408781
290	0.3449903736
291	0.3446552286
292	0.3440799749
293	0.3435454975
294	0.343139281
295	0.3426171896
296	0.3423243521
297	0.3419227469
298	0.3416013491
299	0.341380458
300	0.340872421
301	0.3407021265
302	0.3400700281
303	0.3398014868
304	0.3395286144
305	0.3391103282
306	0.3388212955
307	0.3385521413
308	0.3382843664
309	0.3378580602
310	0.3374848942
311	0.3372066547
312	0.3367813316
313	0.3364945786
314	0.3362438015
315	0.336012369
316	0.3355547932
317	0.3352803301
318	0.3350172421
319	0.3346244733
320	0.3343111407
321	0.3339489512
322	0.3334906143
323	0.3332419172
324	0.3330251797
325	0.3326959496
326	0.3322353179
327	0.331787755
328	0.331516692
329	0.3310937649
330	0.3305934021
331	0.3303175792
332	0.3300635588
333	0.3296756957
334	0.3293994295
335	0.329034231
336	0.3287351162
337	0.3284549372
338	0.3279703862
339	0.3277076112
340	0.3272933394
341	0.3270346138
342	0.3266913106
343	0.3263207316
344	0.3261040011
345	0.3259127023
346	0.3255572209
347	0.3252843977
348	0.3249397429
349	0.3245535374
350	0.3243174361
351	0.3240221204
352	0.3235778954
353	0.3232265848
354	0.3228518226
355	0.3227217653
356	0.3224971743
357	0.3223017638
358	0.322071572
359	0.3218722896
360	0.3216381775
361	0.3213525915
362	0.3209524207
363	0.3206929094
364	0.3205021337
365	0.3202269397
366	0.3198802756
367	0.3195756686
368	0.3192007122
369	0.3188453115
370	0.3185743488
371	0.3183718271
372	0.3179261877
373	0.3176381344
374	0.3174299811
375	0.3169286263
376	0.3166693017
377	0.3164281448
378	0.3161757712
379	0.3159384921
380	0.3157335565
381	0.3154226244
382	0.3150763975
383	0.314632446
384	0.3142619525
385	0.3138952215
386	0.3136542142
387	0.3132990345
388	0.313044781
389	0.3126148483
390	0.3123772038
391	0.3121000622
392	0.3118773888
393	0.3115549133
394	0.3113939694
395	0.3111045536
396	0.3108594901
397	0.3106205541
398	0.3101904948
399	0.3100423152
400	0.3098601332
401	0.3093636922
402	0.3090515673
403	0.3086534296
404	0.3084503844
405	0.3081493277
406	0.3077430436
407	0.3074566359
408	0.30718491
409	0.3068052098
410	0.3065367776
411	0.3062096806
412	0.3059013555
413	0.3056858199
414	0.3053724457
415	0.3051358483
416	0.3049818118
417	0.3045511764
418	0.3042808701
419	0.304109045
420	0.3037385749
421	0.3034886011
422	0.3032041358
423	0.3030160792
424	0.3027395937
425	0.3025164626
426	0.3022664623
427	0.3020779064
428	0.3017012313
429	0.3015592735
430	0.3012529177
431	0.3010123226
432	0.3007665006
433	0.300542328
434	0.3002588832
435	0.300009626
436	0.2996493628
437	0.29940757
438	0.2990843716
439	0.2988665869
440	0.2986393055
441	0.2983302346
442	0.2981325439
443	0.2977653829
444	0.2975522546
445	0.2973486405
446	0.2971780426
447	0.2970906763
448	0.2966509347
449	0.2964568019
450	0.2961112545
451	0.2958428351
452	0.2956070305
453	0.2953669327
454	0.2951774836
455	0.2949380829
456	0.2945955018
457	0.2943856401
458	0.2941701578
459	0.2939114413
460	0.2937297928
461	0.2935037166
462	0.2931756293
463	0.2929963785
464	0.2927841375
465	0.2925804695
466	0.2923101336
467	0.292076395
468	0.2918449532
469	0.2916273414
470	0.2912381748
471	0.2911077162
472	0.2908415099
473	0.2906155754
474	0.2902910607
475	0.290124478
476	0.2898709929
477	0.2897152934
478	0.2894203817
479	0.2892444336
480	0.2888031112
481	0.2885975295
482	0.2884083228
483	0.2881754904
484	0.2877920168
485	0.2876021006
486	0.2874182358
487	0.2872312768
488	0.2868936366
489	0.2867169089
490	0.286457899
491	0.2862066602
492	0.2859562057
493	0.2857341775
494	0.2854132227
495	0.2851196156
496	0.2848962736
497	0.2846410821
498	0.2844440676
499	0.2841900413
500	0.2839866305
501	0.2838796523
502	0.2837061241
503	0.2835032407
504	0.2833612824
505	0.2830841277
506	0.28286127
507	0.282627603
508	0.2822887584
509	0.2820615841
510	0.2818925208
511	0.2817389709
512	0.2815237046
513	0.2813289919
514	0.2810583287
515	0.2807558319
516	0.2806434734
517	0.2803552814
518	0.2801429091
519	0.2799364785
520	0.2796352364
521	0.2793965673
522	0.279065296
523	0.2787940875
524	0.2786047411
525	0.2784759604
526	0.278266281
527	0.2778978141
528	0.2776008501
529	0.2773040269
530	0.2770733547
531	0.2769126938
532	0.2766107894
533	0.2763649466
534	0.2761641337
535	0.2759834025
536	0.2759177726
537	0.2757185237
538	0.2754955618
539	0.2752824009
540	0.275129258
541	0.2749217511
542	0.2747003142
543	0.2745342735
544	0.2742937215
545	0.274091118
546	0.2739305569
547	0.2736432436
548	0.2734602453
549	0.2730918343
550	0.2727716914
551	0.2724203361
552	0.2720548091
553	0.271865869
554	0.2716637494
555	0.2715247421
556	0.2713177904
557	0.2711572324
558	0.2709572864
559	0.2707198766
560	0.2704957157
561	0.2702566036
562	0.2698994241
563	0.2696997324
564	0.2694810355
565	0.269258248
566	0.2689843119
567	0.2687618356
568	0.2685161623
569	0.2683391695
570	0.2682251874
571	0.268084627
572	0.2678842252
573	0.2675845667
574	0.2673471334
575	0.2671034297
576	0.2669928104
577	0.2665991072
578	0.2663349181
579	0.2661312728
580	0.2659436423
581	0.2657684806
582	0.2655192359
583	0.2652986331
584	0.265017683
585	0.2648036364
586	0.2645928681
587	0.2643591669
588	0.2639984749
589	0.2637862612
590	0.2635816218
591	0.2633498323
592	0.2631258369
593	0.2629503532
594	0.2627787819
595	0.2625420754
596	0.2623168551
597	0.2620522399
598	0.2617586658
599	0.2614076406
600	0.2612053504
601	0.2609415
602	0.2606398094
603	0.260420615
604	0.2602253042
605	0.2599423254
606	0.2596247721
607	0.2594825337
608	0.2593056478
609	0.2590613013
610	0.2588455455
611	0.2585767763
612	0.2583333326
613	0.2581234171
614	0.2580213022
615	0.2578233399
616	0.2575316806
617	0.2573647926
618	0.2571297384
619	0.2570417732
620	0.2567144403
621	0.256487508
622	0.2563192411
623	0.2560848934
624	0.2558370869
625	0.2555502607
626	0.2553781513
627	0.2551382198
628	0.2549298081
629	0.2546954384
630	0.254437093
631	0.2542763031
632	0.2540902648
633	0.2538843548
634	0.2536885397
635	0.2534343437
636	0.2532464848
637	0.2531067679
638	0.2529366116
639	0.2527729262
640	0.2526449191
641	0.2523722546
642	0.252095422
643	0.251814461
644	0.251708318
645	0.2515261416
646	0.2513797557
647	0.2511800978
648	0.2509479765
649	0.2507169098
650	0.2504785582
651	0.2501032686
652	0.2499938934
653	0.2497306891
654	0.2496326419
655	0.2494386351
656	0.2491971346
657	0.2489400801
658	0.2488068647
659	0.2486695762
660	0.2483586225
661	0.2481028137
662	0.2477368466
663	0.2474846774
664	0.2472643898
665	0.24713841
666	0.2470297982
667	0.2469224571
668	0.2467510946
669	0.2464747506
670	0.2462626733
671	0.2459929997
672	0.2457402186
673	0.2454255129
674	0.2451158407
675	0.2450222339
676	0.244900345
677	0.2447445564
678	0.2445125366
679	0.2442401915
680	0.2441709293
681	0.2439642091
682	0.2438085812
683	0.2436305601
684	0.2434565937
685	0.2432780883
686	0.243041758
687	0.2429055674
688	0.2427675624
689	0.2425724698
690	0.2423653673
691	0.2422035075
692	0.2419466813
693	0.2417904191
694	0.2416944112
695	0.2415569163
696	0.2414081118
697	0.2411090212
698	0.2409432008
699	0.2406846537
700	0.2405516599
701	0.2403548626
702	0.2401608042
703	0.2399203358
704	0.2396201636
705	0.2394527553
706	0.2390711107
707	0.2388648335
708	0.2387349154
709	0.2385220797
710	0.238325275
711	0.2380690873
712	0.2378630561
713	0.2375037952
714	0.2372288264
715	0.2370712689
716	0.2368136197
717	0.236582013
718	0.2364163877
719	0.2361598846
720	0.2358998193
721	0.23557737
722	0.2354002982
723	0.2352162585
724	0.2350883602
725	0.2349062067
726	0.2347823876
727	0.2346636655
728	0.2345428945
729	0.2343893878
730	0.2341979233
731	0.2340398468
732	0.2339352879
733	0.2336661974
734	0.2334155116
735	0.2332948617
736	0.2331923488
737	0.2330822422
738	0.2328857836
739	0.2326276359
740	0.232434079
741	0.2322648894
742	0.2321463122
743	0.2320479153
744	0.2319121533
745	0.231800835
746	0.2315994002
747	0.2314951421
748	0.231403353
749	0.2312378694
750	0.2310276906
751	0.2308538879
752	0.2307106191
753	0.2305011928
754	0.2302492254
755	0.2301511765
756	0.2299900146
757	0.229814588
758	0.2296611981
759	0.2295022349
760	0.2292615208
761	0.2290763503
762	0.2288707434
763	0.2287491322
764	0.2286203526
765	0.2285047129
766	0.228289195
767	0.2280703609
768	0.2277623069
769	0.2276699023
770	0.2274837763
771	0.2273102394
772	0.2269833526
773	0.2267472333
774	0.2266204256
775	0.2263647388
776	0.2261403276
777	0.2258396929
778	0.2256609567
779	0.2254267578
780	0.2252809406
781	0.2251165592
782	0.2249714417
783	0.2248682244
784	0.2247428193
785	0.2245655129
786	0.2243291484
787	0.2240914287
788	0.2239302947
789	0.2237915219
790	0.2236586087
791	0.223543654
792	0.2233850142
793	0.2231897383
794	0.2230377272
795	0.2228765966
796	0.222760798
797	0.2226461845
798	0.2224843627
799	0.2222688357
800	0.2221473839
801	0.2219805246
802	0.2217827302
803	0.2216914332
804	0.2215104287
805	0.2213627727
806	0.2212423822
807	0.221130067
808	0.2209781464
809	0.2207603498
810	0.2206897213
811	0.220434912
812	0.2201773169
813	0.2199715894
814	0.2198174739
815	0.2195254066
816	0.2194075341
817	0.2191684359
818	0.2190568248
819	0.2189182517
820	0.2187527529
821	0.2185536857
822	0.2184593799
823	0.2182186845
824	0.2179778296
825	0.2178229796
826	0.2175944804
827	0.2173794678
828	0.2171577425
829	0.2169256619
830	0.2168062494
831	0.2167396472
832	0.216572427
833	0.2165001019
834	0.216378399
835	0.216289548
836	0.2161485425
837	0.2159833675
838	0.2158079791
839	0.2156971441
840	0.2155275543
841	0.2153336998
842	0.2151568398
843	0.2150483636
844	0.2149400408
845	0.2146417142
846	0.2144649676
847	0.2143158765
848	0.2142043667
849	0.2141168898
850	0.2139611647
851	0.2137791417
852	0.2135515765
853	0.2134067783
854	0.2133286032
855	0.213243946
856	0.2131243013
857	0.2130082015
858	0.2128191307
859	0.2126168403
860	0.2124769821
861	0.2123116787
862	0.2121578955
863	0.212050251
864	0.2118075792
865	0.2116507607
866	0.2114397128
867	0.2113087284
868	0.2111712422
869	0.211059505
870	0.2109407012
871	0.2107959567
872	0.210624658
873	0.2105020835
874	0.2101622266
875	0.2099213822
876	0.2097521555
877	0.2095613928
878	0.2092912789
879	0.2090619526
880	0.2088810365
881	0.2087091649
882	0.2085526217
883	0.2084596332
884	0.20831975
885	0.2081728188
886	0.2081027322
887	0.2079750228
888	0.2077073256
889	0.2076320284
890	0.2074841816
891	0.2073279443
892	0.2072199518
893	0.2070881383
894	0.206932786
895	0.2067949941
896	0.2066112111
897	0.2064728866
898	0.2063448717
899	0.2062728433
900	0.2061610013
901	0.2059820904
902	0.2058285728
903	0.2057053482
904	0.2055447916
905	0.2054565035
906	0.2053279079
907	0.2051222717
908	0.2049356
909	0.2047452821
910	0.2045862198
911	0.2043984967
912	0.204257305
913	0.2041587734
914	0.2040554602
915	0.203959858
916	0.2037109591
917	0.2035301844
918	0.203256986
919	0.203142068
920	0.20295327
921	0.2027934182
922	0.2026675621
923	0.2025133582
924	0.202248891
925	0.2020064725
926	0.2018682714
927	0.2017617054
928	0.2016019181
929	0.2014479488
930	0.2012349201
931	0.2010771515
932	0.200886891
933	0.20073839
934	0.2005658397
935	0.20040389
936	0.2002736394
937	0.2001974258
938	0.199969501
939	0.1998508765
940	0.1996649444
941	0.1994640526
942	0.1993056015
943	0.1992217621
944	0.19913411
945	0.1990364774
946	0.1989367258
947	0.1987500091
948	0.1986206948
949	0.198355928
950	0.1982075506
951	0.1980334995
952	0.1979043444
953	0.1977564965
954	0.1977000301
955	0.1975338667
956	0.197238613
957	0.1969040049
958	0.196748372
959	0.1966341311
960	0.1965053598
961	0.1963253346
962	0.1961847275
963	0.1960556592
964	0.1959795579
965	0.1958123825
966	0.1956576747
967	0.1955258093
968	0.19541652
969	0.1953414756
970	0.1952330853
971	0.1951518646
972	0.1950480208
973	0.1949510068
974	0.194858212
975	0.1946641689
976	0.194504083
977	0.194403037
978	0.1943031741
979	0.1941356063
980	0.194030285
981	0.1938549568
982	0.1936565322
983	0.1934599105
984	0.1933393042
985	0.193213922
986	0.1931266928
987	0.1930676184
988	0.1929474937
989	0.1928402572
990	0.1926228215
991	0.1924516115
992	0.1924190661
993	0.192291281
994	0.1921654917
995	0.19201874
996	0.1918931905
997	0.1917745723
998	0.1915717742
999	0.1914479398
