iter	RMSE
567	0.2904170957
568	0.2901672593
569	0.2900322182
570	0.2897469929
571	0.2895515665
572	0.2893529354
573	0.2891687354
574	0.2889490054
575	0.2886274271
576	0.2884777906
577	0.2883037123
578	0.2880759891
579	0.2879274877
580	0.2876648669
581	0.287416449
582	0.2873096324
583	0.2869765695
584	0.2868062905
585	0.2864468925
586	0.2862410464
587	0.2859654876
588	0.2858249408
589	0.2857362678
590	0.2856792932
591	0.2854633735
592	0.285253454
593	0.28493975
594	0.2847718746
595	0.2846048172
596	0.2844624367
597	0.2842459961
598	0.2840939212
599	0.2839732728
600	0.2837858581
601	0.283506289
602	0.2833670283
603	0.2831096681
604	0.2829611917
605	0.2827456574
606	0.2825163867
607	0.2823687294
608	0.2821917824
609	0.2820625358
610	0.2818825946
611	0.2816902844
612	0.2815149116
613	0.2812082317
614	0.2809859137
615	0.2808028402
616	0.2805621063
617	0.2802923855
618	0.2801477851
619	0.2798602569
620	0.279672625
621	0.2795353168
622	0.279346848
623	0.2790455098
624	0.2788804875
625	0.2786425763
626	0.2784204686
627	0.2781692203
628	0.2779610437
629	0.2777135024
630	0.2775641597
631	0.2773945029
632	0.2771319744
633	0.2769715851
634	0.2767802005
635	0.2765098789
636	0.2762681028
637	0.2760999171
638	0.276001614
639	0.2757965215
640	0.2755756408
641	0.2754179218
642	0.2753338502
643	0.2751535439
644	0.2749804561
645	0.2747842866
646	0.2744940514
647	0.2743242433
648	0.2741232458
649	0.2739207952
650	0.2737317177
651	0.2735580771
652	0.2734224197
653	0.273288775
654	0.2730367664
655	0.2729583109
656	0.2726765985
657	0.2724942387
658	0.2723172349
659	0.2721189576
660	0.2719211727
661	0.2717384685
662	0.2715118136
663	0.2713454645
664	0.2711858546
665	0.2710103182
666	0.2708011651
667	0.2707494751
668	0.2705856721
669	0.2703769909
670	0.2701828381
671	0.2700197443
672	0.269779138
673	0.2695259437
674	0.2693487732
675	0.2691380817
676	0.2689491327
677	0.2688222899
678	0.268611723
679	0.2685265736
680	0.2681925481
681	0.2681168437
682	0.2677548709
683	0.2676356473
684	0.2673277526
685	0.2671761739
686	0.2670249309
687	0.2668274802
688	0.2666799302
689	0.2664846845
690	0.2662791623
691	0.2660619569
692	0.265958039
693	0.2656897706
694	0.2654490139
695	0.2653129646
696	0.2651681409
697	0.264916132
698	0.2647799089
699	0.2645578765
700	0.2643826733
701	0.2641392738
702	0.264020023
703	0.2638447434
704	0.2637285098
705	0.263578661
706	0.2635290578
707	0.2634348611
708	0.2633015935
709	0.2631926998
710	0.2630138087
711	0.2628117363
712	0.2626210095
713	0.2624144204
714	0.2623312797
715	0.2621437575
716	0.2620213775
717	0.2619058264
718	0.2617573111
719	0.2615878979
720	0.2613793979
721	0.2612757394
722	0.2611490499
723	0.2610615445
724	0.2608850099
725	0.2607330426
726	0.2605097474
727	0.2603339641
728	0.2601367614
729	0.2599977848
730	0.2598558627
731	0.2596805021
732	0.259507857
733	0.2592522452
734	0.2590018979
735	0.2588867422
736	0.258725391
737	0.2585781223
738	0.2584415715
739	0.2583030381
740	0.2581479341
741	0.25785018
742	0.2577322103
743	0.2576256774
744	0.2574265811
745	0.2572438384
746	0.2570346657
747	0.2568235782
748	0.2566844383
749	0.2563775811
750	0.2561642738
751	0.2559852412
752	0.2557256391
753	0.2554869701
754	0.2553995176
755	0.2552047971
756	0.2551553403
757	0.2550772704
758	0.2549329192
759	0.2547536659
760	0.2546580168
761	0.2544740262
762	0.2543314711
763	0.2541449231
764	0.2540438586
765	0.253904066
766	0.2538058213
767	0.2537424005
768	0.2535642869
769	0.2532899497
770	0.2531402435
771	0.2530282513
772	0.2529013014
773	0.2527319997
774	0.252593436
775	0.2525037625
776	0.2523251085
777	0.2521187659
778	0.2519845886
779	0.2518032208
780	0.251653815
781	0.2515476483
782	0.2514174531
783	0.251293999
784	0.2511748328
785	0.2509896645
786	0.2508993041
787	0.2507037389
788	0.2505417102
789	0.2503188654
790	0.2501549395
791	0.2500086562
792	0.2496715754
793	0.2495938506
794	0.2492927864
795	0.2490099518
796	0.2488169032
797	0.2486084269
798	0.2483731057
799	0.2481540324
800	0.2479201903
801	0.2478368902
802	0.2476580605
803	0.2474875876
804	0.2474053714
805	0.2472299433
806	0.2469190134
807	0.2465854838
808	0.2464741477
809	0.2463601363
810	0.246208098
811	0.2459446239
812	0.2458315083
813	0.2456187126
814	0.2454862068
815	0.2453428848
816	0.2451321091
817	0.244912554
818	0.2447526249
819	0.2446085406
820	0.2444996734
821	0.2443898878
822	0.2441853589
823	0.2439778919
824	0.2438033622
825	0.2435688579
826	0.2433844456
827	0.2433213625
828	0.243232515
829	0.2431553628
830	0.2430647801
831	0.2429705685
832	0.2428140834
833	0.2426644187
834	0.2425142229
835	0.242267196
836	0.2421745293
837	0.2420404401
838	0.2419290053
839	0.2416158406
840	0.2414468422
841	0.2413040923
842	0.2411732516
843	0.2410255994
844	0.2407353407
845	0.2405622046
846	0.2404006873
847	0.2402073625
848	0.2401358919
849	0.2399789823
850	0.2397680846
851	0.239631209
852	0.2393895726
853	0.2392065051
854	0.239118593
855	0.238971011
856	0.2388419524
857	0.2386650623
858	0.2385375403
859	0.2383905329
860	0.2382216493
861	0.2380586886
862	0.2379990762
863	0.2377821331
864	0.2376702129
865	0.2375724254
866	0.2375113777
867	0.2373189309
868	0.2371979082
869	0.2371503455
870	0.2370235991
871	0.2369257367
872	0.2368383624
873	0.236718062
874	0.2365804908
875	0.2364929913
876	0.236329613
877	0.2361019227
878	0.2359888974
879	0.2357724833
880	0.2355593881
881	0.2353954548
882	0.2351533977
883	0.2351013957
884	0.2349946289
885	0.2348615412
886	0.2346583983
887	0.2345585843
888	0.2344497439
889	0.2344047041
890	0.2343351197
891	0.2341656138
892	0.2339591999
893	0.2338498042
894	0.2336460001
895	0.23342373
896	0.2332810035
897	0.2331997872
898	0.2330449159
899	0.232919744
900	0.2328389382
901	0.2327137718
902	0.2326448654
903	0.232515866
904	0.2323021117
905	0.2320509233
906	0.2317816864
907	0.2316786937
908	0.2315942597
909	0.2314584331
910	0.2312833002
911	0.231160139
912	0.2310439085
913	0.2309140355
914	0.2307907374
915	0.2306145722
916	0.2304802174
917	0.2303788132
918	0.2302656706
919	0.2301502148
920	0.2299971853
921	0.2298779258
922	0.2297534249
923	0.2296423738
924	0.2295116711
925	0.2293794241
926	0.2292873004
927	0.2291955741
928	0.2290311147
929	0.2289545045
930	0.2288743932
931	0.2287455412
932	0.2286315132
933	0.2285263589
934	0.2284555459
935	0.2282083839
936	0.2280539223
937	0.2279728796
938	0.2277464684
939	0.2275652877
940	0.2274240184
941	0.227266478
942	0.2270363515
943	0.2268531172
944	0.226569372
945	0.2263592133
946	0.2262654572
947	0.2261772298
948	0.2260736819
949	0.2258624873
950	0.225659914
951	0.2255474657
952	0.2254496659
953	0.2253353154
954	0.2252604578
955	0.2251471965
956	0.2249931845
957	0.2249004688
958	0.2247679979
959	0.2246793259
960	0.2245277344
961	0.2243207168
962	0.2242041006
963	0.2241217904
964	0.2240318316
965	0.2238436799
966	0.2237195291
967	0.2236331939
968	0.2235015763
969	0.2233382129
970	0.2232403308
971	0.2231130233
972	0.2230272949
973	0.2228694712
974	0.2227362478
975	0.2226483995
976	0.2224772064
977	0.2224238335
978	0.2222770592
979	0.2221878387
980	0.2219578826
981	0.2218778209
982	0.2217058973
983	0.2215824533
984	0.2214319228
985	0.2213483937
986	0.2212012292
987	0.2211387431
988	0.2210275124
989	0.2209262492
990	0.2208487088
991	0.2207254794
992	0.2205383715
993	0.2204337751
994	0.2202975745
995	0.2201820479
996	0.2200781798
997	0.219889102
998	0.219761364
999	0.2195801691
