iter	Passed	Remaining
468	1085	1228
469	1087	1226
470	1089	1224
471	1091	1221
472	1093	1218
473	1095	1216
474	1097	1213
475	1100	1211
476	1102	1209
477	1104	1206
478	1106	1203
479	1109	1201
480	1112	1199
481	1114	1197
482	1117	1195
483	1119	1193
484	1121	1190
485	1123	1188
486	1125	1185
487	1127	1183
488	1129	1180
489	1131	1177
490	1133	1175
491	1135	1172
492	1137	1170
493	1139	1167
494	1141	1164
495	1144	1163
496	1147	1160
497	1149	1158
498	1151	1155
499	1153	1153
500	1155	1150
501	1157	1147
502	1164	1150
503	1171	1152
504	1178	1155
505	1185	1157
506	1192	1159
507	1199	1161
508	1206	1163
509	1212	1164
510	1217	1164
511	1224	1166
512	1231	1168
513	1238	1170
514	1245	1172
515	1252	1174
516	1257	1174
517	1261	1174
518	1263	1171
519	1265	1168
520	1268	1166
521	1270	1163
522	1272	1160
523	1274	1158
524	1276	1155
525	1279	1152
526	1281	1149
527	1283	1146
528	1285	1144
529	1287	1141
530	1289	1138
531	1291	1135
532	1294	1133
533	1299	1133
534	1301	1130
535	1303	1128
536	1305	1125
537	1307	1122
538	1309	1119
539	1311	1117
540	1313	1114
541	1316	1112
542	1318	1109
543	1320	1106
544	1322	1104
545	1325	1102
546	1327	1099
547	1329	1096
548	1331	1093
549	1333	1091
550	1335	1088
551	1337	1085
552	1340	1083
553	1342	1080
554	1344	1078
555	1349	1077
556	1351	1075
557	1353	1072
558	1355	1069
559	1357	1066
560	1359	1064
561	1361	1061
562	1363	1058
563	1365	1055
564	1367	1053
565	1369	1050
566	1371	1047
567	1373	1044
568	1375	1042
569	1377	1039
570	1379	1036
571	1381	1033
572	1384	1031
573	1386	1029
574	1388	1026
575	1390	1023
576	1392	1021
577	1394	1018
578	1397	1015
579	1399	1013
580	1401	1010
581	1403	1007
582	1405	1005
583	1407	1002
584	1409	999
585	1411	997
586	1413	994
587	1415	991
588	1417	989
589	1419	986
590	1421	983
591	1423	981
592	1425	978
593	1427	975
594	1429	973
595	1431	970
596	1433	967
597	1436	965
598	1438	962
599	1440	960
600	1442	957
601	1444	955
602	1446	952
603	1448	949
604	1450	947
605	1452	944
606	1454	941
607	1456	939
608	1458	936
609	1460	934
610	1462	931
611	1464	928
612	1466	926
613	1468	923
614	1471	920
615	1472	918
616	1475	915
617	1477	913
618	1479	910
619	1481	907
620	1483	905
621	1485	902
622	1487	899
623	1489	897
624	1491	894
625	1493	892
626	1495	889
627	1497	887
628	1500	884
629	1502	882
630	1504	879
631	1506	876
632	1508	874
633	1510	871
634	1512	869
635	1514	866
636	1516	864
637	1518	861
638	1520	858
639	1522	856
640	1524	853
641	1526	851
642	1528	848
643	1530	846
644	1532	843
645	1534	840
646	1536	838
647	1538	835
648	1540	833
649	1542	830
650	1544	828
651	1546	825
652	1548	822
653	1550	820
654	1552	817
655	1554	815
656	1560	814
657	1567	814
658	1573	814
659	1576	811
660	1578	809
661	1580	806
662	1582	804
663	1584	801
664	1585	798
665	1587	796
666	1589	793
667	1592	791
668	1594	788
669	1596	786
670	1598	783
671	1600	781
672	1602	778
673	1604	775
674	1606	773
675	1608	770
676	1610	768
677	1612	765
678	1614	763
679	1617	761
680	1619	758
681	1621	755
682	1623	753
683	1625	750
684	1627	748
685	1629	745
686	1631	743
687	1633	740
688	1635	738
689	1637	735
690	1639	733
691	1641	730
692	1643	728
693	1645	725
694	1647	723
695	1649	720
696	1651	718
697	1653	715
698	1655	713
699	1657	710
700	1659	708
701	1661	705
702	1664	703
703	1666	700
704	1668	698
705	1670	695
706	1672	692
707	1674	690
708	1676	688
709	1679	685
710	1681	683
711	1683	680
712	1685	678
713	1687	675
714	1689	673
715	1691	670
716	1693	668
717	1695	665
718	1697	663
719	1699	660
720	1701	658
721	1703	655
722	1706	653
723	1708	651
724	1710	648
725	1712	646
726	1714	643
727	1716	641
728	1718	638
729	1720	636
730	1722	634
731	1724	631
732	1726	629
733	1728	626
734	1731	624
735	1734	621
736	1736	619
737	1738	617
738	1740	614
739	1742	612
740	1744	609
741	1746	607
742	1748	604
743	1750	602
744	1752	599
745	1754	597
746	1756	594
747	1758	592
748	1760	590
749	1762	587
750	1764	585
751	1766	582
752	1768	580
753	1770	577
754	1772	575
755	1775	572
756	1777	570
757	1779	567
758	1781	565
759	1783	563
760	1785	560
761	1787	558
762	1789	555
763	1792	553
764	1794	551
765	1796	548
766	1798	546
767	1800	543
768	1802	541
769	1804	539
770	1806	536
771	1808	534
772	1810	531
773	1812	529
774	1814	526
775	1816	524
776	1818	521
777	1820	519
778	1822	517
779	1824	514
780	1826	512
781	1828	509
782	1830	507
783	1832	504
784	1834	502
785	1836	500
786	1839	497
787	1841	495
788	1843	492
789	1845	490
790	1847	488
791	1850	485
792	1852	483
793	1854	481
794	1856	478
795	1858	476
796	1860	473
797	1862	471
798	1864	469
799	1866	466
800	1868	464
801	1870	461
802	1873	459
803	1875	457
804	1877	454
805	1879	452
806	1881	449
807	1883	447
808	1885	445
809	1887	442
810	1888	440
811	1891	437
812	1893	435
813	1895	433
814	1897	430
815	1899	428
816	1901	425
817	1903	423
818	1905	421
819	1908	418
820	1910	416
821	1912	414
822	1914	411
823	1916	409
824	1918	406
825	1920	404
826	1922	402
827	1924	399
828	1926	397
829	1928	395
830	1930	392
831	1932	390
832	1934	387
833	1936	385
834	1938	383
835	1940	380
836	1942	378
837	1944	375
838	1946	373
839	1948	371
840	1955	369
841	1961	368
842	1968	366
843	1970	364
844	1972	361
845	1974	359
846	1976	357
847	1978	354
848	1980	352
849	1982	349
850	1984	347
851	1986	345
852	1988	342
853	1990	340
854	1992	337
855	1995	335
856	1997	333
857	1999	330
858	2001	328
859	2003	326
860	2005	323
861	2007	321
862	2009	318
863	2011	316
864	2013	314
865	2015	311
866	2017	309
867	2019	307
868	2021	304
869	2023	302
870	2026	300
871	2028	297
872	2030	295
873	2032	292
874	2034	290
875	2036	288
876	2038	285
877	2040	283
878	2042	281
879	2044	278
880	2046	276
881	2048	274
882	2050	271
883	2052	269
884	2055	267
885	2057	264
886	2059	262
887	2061	260
888	2063	257
889	2066	255
890	2068	253
891	2070	250
892	2072	248
893	2074	245
894	2076	243
895	2078	241
896	2080	238
897	2083	236
898	2086	234
899	2088	232
900	2090	229
901	2092	227
902	2094	224
903	2096	222
904	2098	220
905	2102	218
906	2104	215
907	2106	213
908	2108	211
909	2110	208
910	2112	206
911	2114	204
912	2116	201
913	2118	199
914	2120	196
915	2122	194
916	2124	192
917	2127	190
918	2129	187
919	2131	185
920	2133	182
921	2135	180
922	2137	178
923	2139	175
924	2141	173
925	2144	171
926	2146	169
927	2148	166
928	2150	164
929	2152	162
930	2154	159
931	2156	157
932	2158	155
933	2160	152
934	2162	150
935	2164	148
936	2166	145
937	2168	143
938	2171	141
939	2173	138
940	2175	136
941	2177	134
942	2179	131
943	2181	129
944	2183	127
945	2185	124
946	2187	122
947	2194	120
948	2200	118
949	2207	116
950	2214	114
951	2219	111
952	2224	109
953	2230	107
954	2237	105
955	2244	103
956	2252	101
957	2259	99
958	2263	96
959	2269	94
960	2276	92
961	2278	90
962	2280	87
963	2282	85
964	2284	82
965	2286	80
966	2291	78
967	2293	75
968	2295	73
969	2297	71
970	2299	68
971	2301	66
972	2303	63
973	2305	61
974	2307	59
975	2310	56
976	2312	54
977	2314	52
978	2316	49
979	2318	47
980	2320	44
981	2322	42
982	2324	40
983	2326	37
984	2328	35
985	2330	33
986	2332	30
987	2335	28
988	2342	26
989	2349	23
990	2354	21
991	2356	19
992	2358	16
993	2360	14
994	2362	11
995	2364	9
996	2366	7
997	2368	4
998	2370	2
999	2372	0
