iter	RMSE
139	0.4126801657
140	0.4123954372
141	0.4121771297
142	0.4119515033
143	0.4116618048
144	0.4113697677
145	0.4110797699
146	0.4107751824
147	0.4104750662
148	0.410103323
149	0.4099136083
150	0.409648693
151	0.4093662937
152	0.40911101
153	0.4088416199
154	0.4086193345
155	0.4082510553
156	0.4079129056
157	0.4077279744
158	0.4075063311
159	0.407279637
160	0.4069432338
161	0.4066907489
162	0.406440815
163	0.4061281678
164	0.4058692765
165	0.405395226
166	0.4051112423
167	0.404801243
168	0.4046649724
169	0.404301564
170	0.403970237
171	0.4036903509
172	0.4035159778
173	0.4031388347
174	0.4028299467
175	0.4026412787
176	0.4023853114
177	0.4022525494
178	0.4019333746
179	0.4015845694
180	0.4012811498
181	0.400984548
182	0.4006518158
183	0.4004932895
184	0.4001171316
185	0.3999547617
186	0.3997605391
187	0.3993385326
188	0.3990108362
189	0.3986341578
190	0.39847475
191	0.3982164033
192	0.3980338391
193	0.3976127266
194	0.3973147658
195	0.3970230175
196	0.3967964
197	0.3965896624
198	0.3963617832
199	0.3961418144
200	0.39575393
201	0.3954843326
202	0.3952883873
203	0.3949680168
204	0.3947411756
205	0.3944083967
206	0.394051803
207	0.3937091936
208	0.3936115496
209	0.3934246926
210	0.3932576368
211	0.3930404345
212	0.3927932394
213	0.3926258591
214	0.3923859518
215	0.392049574
216	0.3918399806
217	0.3915455309
218	0.3914304583
219	0.3910639263
220	0.3908374998
221	0.3905534866
222	0.3903556295
223	0.3901957863
224	0.3899275665
225	0.3895468949
226	0.3893436353
227	0.3891737332
228	0.3890376019
229	0.3889000615
230	0.3886593553
231	0.3880967655
232	0.3879345115
233	0.3877882793
234	0.3876147383
235	0.3873215992
236	0.3871035821
237	0.3868120995
238	0.3867080024
239	0.3863106257
240	0.3860993825
241	0.3856420418
242	0.3852872615
243	0.3851518051
244	0.3849621169
245	0.384681906
246	0.3845162426
247	0.3843459709
248	0.3839830412
249	0.3837158343
250	0.3834955819
251	0.3833180844
252	0.3831232671
253	0.3829003244
254	0.3825903387
255	0.3823465248
256	0.3820746852
257	0.3819419268
258	0.38159041
259	0.3812559612
260	0.3810419776
261	0.3806816714
262	0.3804222374
263	0.3801738189
264	0.3799899348
265	0.3797723429
266	0.3795640896
267	0.3794290395
268	0.3791667357
269	0.3789172082
270	0.3784824021
271	0.3783431987
272	0.3781478865
273	0.3779923884
274	0.3777888437
275	0.3775832014
276	0.3774099208
277	0.3772184966
278	0.3770203954
279	0.3766803592
280	0.3764085531
281	0.3762057169
282	0.3760058613
283	0.3758444029
284	0.3756762745
285	0.3754308889
286	0.3753031788
287	0.3751556648
288	0.3747850955
289	0.3745810324
290	0.3743758407
291	0.3741939555
292	0.3740395395
293	0.3737291266
294	0.373518332
295	0.3733268087
296	0.3730925213
297	0.3729618912
298	0.3726982295
299	0.3725379284
300	0.3722339234
301	0.3719260365
302	0.3717576463
303	0.3716097939
304	0.3713197432
305	0.3711632975
306	0.3709451302
307	0.3707223817
308	0.3705716114
309	0.3702965307
310	0.3700657425
311	0.3698916299
312	0.3696105838
313	0.3694091585
314	0.3691207703
315	0.3688444092
316	0.3686088201
317	0.3684559841
318	0.3682122418
319	0.3680186373
320	0.3678530833
321	0.3673556858
322	0.3671361075
323	0.3668879901
324	0.3668080329
325	0.3665938998
326	0.3663045138
327	0.3661039899
328	0.3659269306
329	0.3656221333
330	0.3654436221
331	0.3652395922
332	0.3648536253
333	0.36475533
334	0.3645341763
335	0.3643788534
336	0.3641943276
337	0.3640265323
338	0.3637985617
339	0.3635906695
340	0.363488469
341	0.3632732333
342	0.3630873222
343	0.3626895255
344	0.3626034776
345	0.3623691639
346	0.3620345979
347	0.3618794942
348	0.3616083751
349	0.3611786268
350	0.3609242871
351	0.360784582
352	0.3605545339
353	0.360293975
354	0.3600877505
355	0.3599800189
356	0.3598006147
357	0.3595621725
358	0.359363655
359	0.3590372364
360	0.3589002416
361	0.3586796492
362	0.3584682097
363	0.3583127774
364	0.3581774124
365	0.3579883348
366	0.3578529582
367	0.3574723668
368	0.3573403928
369	0.3571130673
370	0.356935833
371	0.356634754
372	0.3564645901
373	0.3563020318
374	0.3561070696
375	0.355901449
376	0.3556664031
377	0.3553240318
378	0.3551297349
379	0.3549095835
380	0.3548559052
381	0.3546617326
382	0.3544551328
383	0.3542390452
384	0.3540554978
385	0.3539153178
386	0.3537122589
387	0.3535906265
388	0.3533753857
389	0.3532220276
390	0.3531547225
391	0.3530001432
392	0.3527055239
393	0.3525164761
394	0.3522748545
395	0.3521439755
396	0.3519742159
397	0.3518640605
398	0.3517169538
399	0.3516771604
400	0.3513288855
401	0.3510174062
402	0.3508939574
403	0.3506461504
404	0.3504799154
405	0.3502491207
406	0.350036546
407	0.3497530747
408	0.3496625239
409	0.3494709015
410	0.349322093
411	0.3491508488
412	0.3487316996
413	0.3485700034
414	0.3483552665
415	0.3481563627
416	0.3478915135
417	0.3477493546
418	0.3475336275
419	0.3473377523
420	0.3471432134
421	0.3468466475
422	0.3466134834
423	0.3464150284
424	0.34629345
425	0.3461581489
426	0.3460027882
427	0.3457279449
428	0.3455784876
429	0.3453475392
430	0.3451855105
431	0.3449644106
432	0.3446808551
433	0.3444468016
434	0.3442577932
435	0.3440298243
436	0.3438119999
437	0.3436749814
438	0.3435340443
439	0.3432737676
440	0.3429952091
441	0.3428322545
442	0.3427054168
443	0.3425610736
444	0.3424790334
445	0.3422046171
446	0.3419796332
447	0.3418168848
448	0.3417035047
449	0.3415110892
450	0.3412562052
451	0.3409550235
452	0.3408049814
453	0.3406676358
454	0.3404141559
455	0.3401856039
456	0.3400331677
457	0.3397013356
458	0.3395845726
459	0.3394510957
460	0.3392310868
461	0.339118621
462	0.338975965
463	0.3387807203
464	0.3385913803
465	0.3383796388
466	0.3382329698
467	0.3380329893
468	0.3378315483
469	0.3377424221
470	0.3375181437
471	0.3374534302
472	0.3373406813
473	0.3372416193
474	0.3371056824
475	0.3370196034
476	0.3367773437
477	0.3366322741
478	0.3364682102
479	0.3362959092
480	0.336035821
481	0.3357445314
482	0.3355571813
483	0.335354257
484	0.335192859
485	0.3350814463
486	0.3349017389
487	0.3347337059
488	0.3345997583
489	0.3343475094
490	0.3340943633
491	0.333886526
492	0.3335494884
493	0.3333805666
494	0.3330938747
495	0.3329757952
496	0.3328169273
497	0.3326267777
498	0.3325296487
499	0.3324093121
500	0.3322064104
501	0.3321357476
502	0.3320099596
503	0.3319269106
504	0.3318049187
505	0.3316032812
506	0.3313114221
507	0.3312380108
508	0.3309397813
509	0.3307959454
510	0.330611402
511	0.3304974395
512	0.33030281
513	0.3301288192
514	0.3299140971
515	0.3296638168
516	0.3295186732
517	0.3293437112
518	0.3290593224
519	0.3289392999
520	0.3286924032
521	0.3284775676
522	0.3283641221
523	0.3282230467
524	0.3280835122
525	0.3278821736
526	0.3277474733
527	0.3276559955
528	0.3275145485
529	0.3273770831
530	0.3270939443
531	0.3268710019
532	0.3267628197
533	0.3264496075
534	0.3261680128
535	0.3259082993
536	0.325803447
537	0.3256303972
538	0.3254361859
539	0.325357711
540	0.3251568992
541	0.3250244201
542	0.3249002284
543	0.3247930198
544	0.3245098173
545	0.3243778394
546	0.3241037504
547	0.3239208175
548	0.3237664486
549	0.3235927266
550	0.3234531569
551	0.3232943822
552	0.3232201334
553	0.3231452229
554	0.3228850477
555	0.3227463997
556	0.3224903295
557	0.3222805917
558	0.3221240551
559	0.3219252584
560	0.3216317497
561	0.3214711033
562	0.321283492
563	0.3211825565
564	0.3209871997
565	0.3208119225
566	0.3206615052
567	0.3205629772
568	0.3203554151
569	0.3201521777
570	0.320039088
571	0.3197723118
572	0.3195695753
573	0.3194169924
574	0.3192109722
575	0.3190988665
576	0.3188423672
577	0.3186564505
578	0.3184582677
579	0.3182724505
580	0.3181278636
581	0.3179847301
582	0.3178552123
583	0.3177355712
584	0.3176625697
585	0.3174589058
586	0.3172671183
587	0.3171134908
588	0.3170406373
589	0.3169375852
590	0.3168496231
591	0.3167176672
592	0.3165332368
593	0.3163555114
594	0.3162094499
595	0.316121735
596	0.3158906325
597	0.3157091857
598	0.315414075
599	0.3152616328
600	0.3151045859
601	0.3148902072
602	0.3146919748
603	0.3144860625
604	0.3142879614
605	0.314056224
606	0.3139250953
607	0.3137977566
608	0.3135569182
609	0.3134518778
610	0.313278059
611	0.3131944497
612	0.3130025702
613	0.3128307736
614	0.3126354481
615	0.312324592
616	0.3121339806
617	0.31191635
618	0.3116996094
619	0.3115605908
620	0.3114575621
621	0.3113147647
622	0.3111971905
623	0.3109592964
624	0.3109145509
625	0.3107706412
626	0.3105767567
627	0.3104115078
628	0.3103381767
629	0.3101313042
630	0.3100602507
631	0.3099131842
632	0.3097562384
633	0.3096367531
634	0.3095286951
635	0.3094040213
636	0.3092986107
637	0.3091614126
638	0.3090506179
639	0.3089270081
640	0.3087985974
641	0.3086791729
642	0.3085260602
643	0.3083831847
644	0.3082361718
645	0.308083098
646	0.3079737958
647	0.3078946093
648	0.3076033736
649	0.3074503141
650	0.307343912
651	0.3071412657
652	0.3069837749
653	0.3068211557
654	0.306649807
655	0.3065910536
656	0.3064715849
657	0.3063512832
658	0.3062734639
659	0.3061656472
660	0.3060570539
661	0.3059136892
662	0.3058217502
663	0.3056259326
664	0.3055494119
665	0.3053898672
666	0.3052966786
667	0.3051940036
668	0.3050554632
669	0.3048713808
670	0.3047566828
671	0.304602782
672	0.3045209199
673	0.3042609057
674	0.3040898296
675	0.3039660793
676	0.3037549926
677	0.3036134943
678	0.3035278315
679	0.3032758381
680	0.3030417339
681	0.302822379
682	0.3025728891
683	0.3024051961
684	0.302269346
685	0.3021010816
686	0.3020320989
687	0.3019400596
688	0.3018102487
689	0.3016224463
690	0.3015561578
691	0.3014391665
692	0.3012446139
693	0.3011005635
694	0.3009174765
695	0.3008513785
696	0.3007388514
697	0.3005771919
698	0.3004618641
699	0.3003842223
700	0.3001925952
701	0.2999127637
702	0.2997826676
703	0.2995767397
704	0.2994600002
705	0.299228833
706	0.2990432184
707	0.2988123108
708	0.2986334752
709	0.2985479501
710	0.2984382007
711	0.2981968702
712	0.2981141426
713	0.2980028528
714	0.2978811888
715	0.2976650766
716	0.2975535655
717	0.2974462903
718	0.2972476273
719	0.2971691957
720	0.2970290709
721	0.2969547708
722	0.2968597827
723	0.2967169442
724	0.2965919003
725	0.2965149965
726	0.2964137227
727	0.2962938208
728	0.296118018
729	0.2960185537
730	0.2958734906
731	0.2957974544
732	0.2955967869
733	0.295509692
734	0.295217683
735	0.2951030097
736	0.2949304902
737	0.2948528579
738	0.2946694384
739	0.294455569
740	0.2942523984
741	0.294035505
742	0.2939241641
743	0.2937741516
744	0.293668875
745	0.2935202319
746	0.2933424191
747	0.293154429
748	0.2929724188
749	0.2928105081
750	0.2926871705
751	0.2925193262
752	0.2923931996
753	0.2922746002
754	0.2922279673
755	0.292151222
756	0.292014428
757	0.2918655147
758	0.2917935057
759	0.2916413649
760	0.2915052126
761	0.2912485832
762	0.2910525486
763	0.2909077608
764	0.2908338922
765	0.2906108753
766	0.2904705696
767	0.2904080434
768	0.2902418917
769	0.2901489843
770	0.2900936445
771	0.2900049535
772	0.2899546506
773	0.2898327394
774	0.2896819806
775	0.2895247374
776	0.2894106647
777	0.2892461027
778	0.2890647326
779	0.2889837247
780	0.2888974651
781	0.288790449
782	0.2886906448
783	0.2885893244
784	0.2885220348
785	0.288391244
786	0.2882763443
787	0.2881812699
788	0.2880329521
789	0.2879516953
790	0.2878710354
791	0.2877238809
792	0.2876454642
793	0.28743882
794	0.2872839685
795	0.287125903
796	0.2869341825
797	0.286759348
798	0.2865930106
799	0.2864774451
800	0.2863059486
801	0.2861427854
802	0.2860469515
803	0.2859349506
804	0.2858101395
805	0.2857296079
806	0.2854951527
807	0.2853622905
808	0.2852627443
809	0.2851542775
810	0.285022837
811	0.2849038569
812	0.2848206047
813	0.2847000211
814	0.2846376358
815	0.2844744368
816	0.2843150269
817	0.2842337375
818	0.2841181861
819	0.283970468
820	0.2838950922
821	0.2837800887
822	0.2836486443
823	0.283571398
824	0.2834823962
825	0.2833428987
826	0.2832435489
827	0.2831196621
828	0.2829504713
829	0.2828501466
830	0.282684037
831	0.2826575962
832	0.2824887348
833	0.2823498308
834	0.2823128816
835	0.2822156065
836	0.2821038184
837	0.2819862171
838	0.2817624151
839	0.2816158421
840	0.2815409759
841	0.2814414711
842	0.2813250246
843	0.2810832446
844	0.2810298876
845	0.2809365267
846	0.2808796576
847	0.2807683092
848	0.2805528347
849	0.2804610187
850	0.2803580078
851	0.2802497798
852	0.2801535144
853	0.2800906426
854	0.2799438721
855	0.2798533036
856	0.2796339483
857	0.2795895897
858	0.2794375656
859	0.2792866014
860	0.2790253114
861	0.2789715275
862	0.2789175804
863	0.2788281452
864	0.2787775025
865	0.2786953374
866	0.2785273193
867	0.2783160421
868	0.2781200417
869	0.2780102422
870	0.2778127247
871	0.2776277265
872	0.2775259967
873	0.2772762151
874	0.277165
875	0.2768777744
876	0.2767847512
877	0.276658971
878	0.2765056147
879	0.2763335963
880	0.2761927672
881	0.2761180023
882	0.2759803574
883	0.2759034171
884	0.2758712507
885	0.2757712854
886	0.2756780029
887	0.2755836539
888	0.2754604902
889	0.2754103778
890	0.2752986703
891	0.2751821595
892	0.2750506917
893	0.2750097971
894	0.2749478907
895	0.2747904489
896	0.2746942794
897	0.2746479756
898	0.2745116017
899	0.2743724925
900	0.2742012872
901	0.2741003169
902	0.2739846485
903	0.273858872
904	0.2737000501
905	0.2736163307
906	0.2735534095
907	0.2733230538
908	0.2731526376
909	0.2730164082
910	0.2729815712
911	0.272908596
912	0.2727651138
913	0.2725807314
914	0.2724299126
915	0.2722059187
916	0.2721268664
917	0.2721103205
918	0.2720062761
919	0.2718870491
920	0.2717562884
921	0.2715592567
922	0.2714797914
923	0.2713078028
924	0.271117288
925	0.270945219
926	0.2707796687
927	0.2707174363
928	0.2705522638
929	0.2704470158
930	0.2703627726
931	0.2703376088
932	0.2701424419
933	0.2700581489
934	0.2699401085
935	0.2698670289
936	0.2697610073
937	0.2696524337
938	0.2694494889
939	0.2693312762
940	0.2692588002
941	0.2691852598
942	0.2691198834
943	0.2689905621
944	0.2689091327
945	0.2687084545
946	0.2685876079
947	0.2685613243
948	0.2684044379
949	0.2683003934
950	0.2682460572
951	0.2681187794
952	0.2679692987
953	0.2679072465
954	0.2677971902
955	0.2676785151
956	0.2676344662
957	0.2675840081
958	0.2674102729
959	0.2673083834
960	0.2672018085
961	0.2671083194
962	0.267007797
963	0.2669360092
964	0.2667378769
965	0.2666544025
966	0.2665725115
967	0.2663395866
968	0.2662900097
969	0.2661588446
970	0.2660717007
971	0.2658081681
972	0.2655806887
973	0.2654741598
974	0.2653142688
975	0.2651239128
976	0.2650857585
977	0.2650228331
978	0.2649122426
979	0.2647418179
980	0.2646184896
981	0.2645196562
982	0.2644205888
983	0.2643142226
984	0.2642071857
985	0.2641669108
986	0.2640573369
987	0.2638630489
988	0.2638152079
989	0.263712161
990	0.2636162414
991	0.2635166184
992	0.2633432041
993	0.2631933131
994	0.2631108107
995	0.2629835122
996	0.2629126942
997	0.262730076
998	0.2626599585
999	0.2625430999
